slice_file_name,fsID,start,end,salience,fold,classID,class,audio_path,label,true_class,pred_class,confidence,correct,prob_air_conditioner,prob_car_horn,prob_children_playing,prob_dog_bark,prob_drilling,prob_engine_idling,prob_gun_shot,prob_jackhammer,prob_siren,prob_street_music
102857-5-0-15.wav,102857,7.5,11.5,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-15.wav,5,engine_idling,engine_idling,0.948,True,0.002005,0.004898,0.002918,0.00593,0.00743,0.948,0.00648,0.01144,0.003925,0.006496
102857-5-0-16.wav,102857,8.0,12.0,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-16.wav,5,engine_idling,engine_idling,0.9497,True,0.001477,0.0049,0.002962,0.00537,0.00769,0.9497,0.006184,0.01095,0.003775,0.00703
102857-5-0-17.wav,102857,8.5,12.5,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-17.wav,5,engine_idling,engine_idling,0.944,True,0.001422,0.005066,0.003332,0.005947,0.008026,0.944,0.006855,0.01362,0.00426,0.00758
102857-5-0-18.wav,102857,9.0,13.0,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-18.wav,5,engine_idling,engine_idling,0.945,True,0.001407,0.00438,0.003828,0.00628,0.007355,0.945,0.00682,0.01277,0.004314,0.00778
102857-5-0-19.wav,102857,9.5,13.5,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-19.wav,5,engine_idling,engine_idling,0.951,True,0.001303,0.004215,0.003447,0.00572,0.00729,0.951,0.00588,0.01021,0.003918,0.006966
102857-5-0-2.wav,102857,1.0,5.0,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-2.wav,5,engine_idling,engine_idling,0.9526,True,0.001595,0.004997,0.002506,0.005196,0.007023,0.9526,0.006107,0.0085,0.00467,0.00674
102857-5-0-20.wav,102857,10.0,14.0,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-20.wav,5,engine_idling,engine_idling,0.9463,True,0.001549,0.00516,0.002953,0.0059,0.00783,0.9463,0.00585,0.01183,0.004066,0.00861
102857-5-0-21.wav,102857,10.5,14.5,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-21.wav,5,engine_idling,engine_idling,0.9443,True,0.001444,0.004795,0.003265,0.006397,0.007782,0.9443,0.006046,0.01306,0.003963,0.00897
102857-5-0-22.wav,102857,11.0,15.0,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-22.wav,5,engine_idling,engine_idling,0.929,True,0.001835,0.00566,0.003424,0.007378,0.01008,0.929,0.00761,0.01942,0.00458,0.01072
102857-5-0-23.wav,102857,11.5,15.5,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-23.wav,5,engine_idling,engine_idling,0.9355,True,0.001667,0.00568,0.003368,0.006817,0.0088,0.9355,0.007256,0.01473,0.004936,0.01118
102857-5-0-24.wav,102857,12.0,16.0,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-24.wav,5,engine_idling,engine_idling,0.9497,True,0.001543,0.00558,0.002928,0.00534,0.0068,0.9497,0.0062,0.00951,0.00454,0.007652
102857-5-0-25.wav,102857,12.5,16.5,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-25.wav,5,engine_idling,engine_idling,0.949,True,0.00169,0.00531,0.0027,0.005802,0.007633,0.949,0.00674,0.009995,0.00413,0.006744
102857-5-0-26.wav,102857,13.0,17.0,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-26.wav,5,engine_idling,engine_idling,0.9463,True,0.001618,0.005753,0.00284,0.00533,0.009544,0.9463,0.00632,0.01009,0.00422,0.00781
102857-5-0-27.wav,102857,13.5,17.5,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-27.wav,5,engine_idling,engine_idling,0.9526,True,0.001795,0.00487,0.002678,0.005108,0.007835,0.9526,0.00641,0.008255,0.003632,0.006916
102857-5-0-28.wav,102857,14.0,18.0,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-28.wav,5,engine_idling,engine_idling,0.951,True,0.00187,0.00443,0.002829,0.006603,0.00708,0.951,0.007225,0.008354,0.003975,0.00668
102857-5-0-29.wav,102857,14.5,18.5,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-29.wav,5,engine_idling,engine_idling,0.949,True,0.001974,0.004665,0.002722,0.006603,0.007645,0.949,0.00653,0.00922,0.004128,0.007187
102857-5-0-3.wav,102857,1.5,5.5,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-3.wav,5,engine_idling,engine_idling,0.953,True,0.001597,0.00558,0.00252,0.005005,0.00623,0.953,0.005753,0.009415,0.004406,0.006393
102857-5-0-30.wav,102857,15.0,19.0,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-30.wav,5,engine_idling,engine_idling,0.9507,True,0.002008,0.004707,0.00289,0.005966,0.00672,0.9507,0.006073,0.00998,0.003956,0.00711
102857-5-0-4.wav,102857,2.0,6.0,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-4.wav,5,engine_idling,engine_idling,0.9463,True,0.001731,0.005047,0.002914,0.00524,0.00734,0.9463,0.006413,0.013435,0.004494,0.007057
102857-5-0-5.wav,102857,2.5,6.5,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-5.wav,5,engine_idling,engine_idling,0.9453,True,0.001825,0.004856,0.002943,0.005745,0.008064,0.9453,0.00642,0.01293,0.004242,0.007465
102857-5-0-6.wav,102857,3.0,7.0,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-6.wav,5,engine_idling,engine_idling,0.949,True,0.001769,0.00515,0.002768,0.005814,0.00785,0.949,0.006275,0.009705,0.004154,0.007103
102857-5-0-7.wav,102857,3.5,7.5,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-7.wav,5,engine_idling,engine_idling,0.9507,True,0.001669,0.005013,0.002625,0.00522,0.007336,0.9507,0.006123,0.01042,0.003975,0.00699
102857-5-0-8.wav,102857,4.0,8.0,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-8.wav,5,engine_idling,engine_idling,0.9434,True,0.001753,0.00499,0.002958,0.005196,0.00842,0.9434,0.006466,0.01474,0.00439,0.00792
102857-5-0-9.wav,102857,4.5,8.5,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\102857-5-0-9.wav,5,engine_idling,engine_idling,0.9497,True,0.001519,0.004818,0.0027,0.005207,0.00816,0.9497,0.00509,0.01155,0.004337,0.00707
103438-5-0-0.wav,103438,0.0,4.0,2,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\103438-5-0-0.wav,5,engine_idling,engine_idling,0.8643,True,0.02998,0.003906,0.0105,0.00854,0.04547,0.8643,0.003828,0.0192,0.007072,0.007114
103438-5-0-1.wav,103438,0.5,4.5,2,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\103438-5-0-1.wav,5,engine_idling,engine_idling,0.7983,True,0.082,0.004807,0.008286,0.00682,0.05002,0.7983,0.00497,0.024,0.01432,0.006363
103438-5-0-2.wav,103438,1.0,5.0,2,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\103438-5-0-2.wav,5,engine_idling,engine_idling,0.752,True,0.1709,0.004147,0.010056,0.00829,0.0219,0.752,0.00468,0.00862,0.01399,0.005478
106014-5-0-0.wav,106014,4.400954,8.400953999999999,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\106014-5-0-0.wav,5,engine_idling,air_conditioner,0.4163,False,0.4163,0.00714,0.0066,0.02003,0.09766,0.327,0.009575,0.0423,0.0671,0.006496
106014-5-0-1.wav,106014,4.900954,8.900953999999999,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\106014-5-0-1.wav,5,engine_idling,engine_idling,0.453,True,0.2329,0.0057,0.00677,0.02383,0.05725,0.453,0.00952,0.012794,0.1927,0.005657
106014-5-0-2.wav,106014,5.400954,9.400954,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\106014-5-0-2.wav,5,engine_idling,air_conditioner,0.4663,False,0.4663,0.006115,0.006718,0.02156,0.09424,0.2512,0.008736,0.02274,0.11694,0.005386
106014-5-0-3.wav,106014,5.900954,9.900954,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\106014-5-0-3.wav,5,engine_idling,air_conditioner,0.7466,False,0.7466,0.004917,0.004467,0.01625,0.07184,0.03998,0.00632,0.01067,0.09564,0.003242
106014-5-0-4.wav,106014,6.400954,10.400954,1,10,5,engine_idling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\106014-5-0-4.wav,5,engine_idling,air_conditioner,0.8203,False,0.8203,0.00479,0.003567,0.009056,0.0481,0.05377,0.004143,0.012054,0.04062,0.003805
115241-9-0-1.wav,115241,0.5,4.5,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115241-9-0-1.wav,9,street_music,street_music,0.976,True,0.001397,0.001107,0.004555,0.001146,0.003895,0.00328,0.00216,0.001982,0.00454,0.976
115241-9-0-14.wav,115241,7.0,11.0,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115241-9-0-14.wav,9,street_music,street_music,0.9673,True,0.001078,0.001482,0.01599,0.00119,0.00393,0.002333,0.001756,0.002369,0.002462,0.9673
115241-9-0-2.wav,115241,1.0,5.0,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115241-9-0-2.wav,9,street_music,street_music,0.978,True,0.000997,0.001161,0.00365,0.001036,0.0042,0.002747,0.00237,0.001822,0.003918,0.978
115241-9-0-20.wav,115241,10.0,14.0,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115241-9-0-20.wav,9,street_music,street_music,0.9727,True,0.001723,0.000954,0.004276,0.001743,0.004383,0.003202,0.002483,0.00361,0.00493,0.9727
115241-9-0-6.wav,115241,3.0,7.0,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115241-9-0-6.wav,9,street_music,street_music,0.9727,True,0.0012045,0.001139,0.00735,0.001828,0.004887,0.002752,0.001838,0.002895,0.00368,0.9727
115241-9-0-8.wav,115241,4.0,8.0,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115241-9-0-8.wav,9,street_music,street_music,0.9785,True,0.0006084,0.001176,0.00557,0.00121,0.003868,0.002005,0.0014925,0.00231,0.003439,0.9785
115241-9-0-9.wav,115241,4.5,8.5,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115241-9-0-9.wav,9,street_music,street_music,0.9775,True,0.000749,0.001158,0.00544,0.001012,0.004307,0.002356,0.001698,0.002613,0.003063,0.9775
115418-9-0-11.wav,115418,5.5,9.5,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115418-9-0-11.wav,9,street_music,street_music,0.9785,True,0.00361,0.001085,0.002117,0.001455,0.003454,0.002127,0.002693,0.002922,0.00224,0.9785
115418-9-0-12.wav,115418,6.0,10.0,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115418-9-0-12.wav,9,street_music,street_music,0.9795,True,0.002403,0.001205,0.002232,0.001618,0.00388,0.001872,0.002214,0.00332,0.001834,0.9795
115418-9-0-15.wav,115418,7.5,11.5,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115418-9-0-15.wav,9,street_music,street_music,0.9814,True,0.002604,0.001354,0.001859,0.000986,0.004692,0.001426,0.001858,0.002033,0.001744,0.9814
115418-9-0-20.wav,115418,10.0,14.0,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115418-9-0-20.wav,9,street_music,street_music,0.9507,True,0.01762,0.002638,0.003054,0.003357,0.006992,0.003244,0.005062,0.002302,0.004837,0.9507
115418-9-0-29.wav,115418,14.5,18.5,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115418-9-0-29.wav,9,street_music,street_music,0.9863,True,0.001458,0.0005226,0.0008492,0.0007386,0.002537,0.001892,0.001845,0.00246,0.001324,0.9863
115418-9-0-6.wav,115418,3.0,7.0,1,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\115418-9-0-6.wav,9,street_music,street_music,0.978,True,0.001391,0.001471,0.004017,0.00109,0.003092,0.003576,0.00226,0.002632,0.002342,0.978
11722-3-0-0.wav,11722,0.087343,1.345883,1,10,3,dog_bark,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\11722-3-0-0.wav,3,dog_bark,dog_bark,0.963,True,0.00431,0.00556,0.002312,0.963,0.00369,0.003077,0.005207,0.002983,0.00509,0.004803
11722-3-1-0.wav,11722,2.02081,2.459512,1,10,3,dog_bark,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\11722-3-1-0.wav,3,dog_bark,dog_bark,0.955,True,0.004585,0.00669,0.002346,0.955,0.00556,0.004562,0.00579,0.004612,0.005733,0.00528
117889-9-0-12.wav,117889,7.96625,11.96625,2,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\117889-9-0-12.wav,9,street_music,street_music,0.976,True,0.003256,0.001193,0.00283,0.002966,0.003387,0.00279,0.00359,0.002062,0.001824,0.976
117889-9-0-20.wav,117889,11.96625,15.96625,2,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\117889-9-0-20.wav,9,street_music,street_music,0.979,True,0.001634,0.001587,0.004063,0.002682,0.003426,0.001489,0.002499,0.001333,0.002459,0.979
117889-9-0-30.wav,117889,16.96625,20.96625,2,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\117889-9-0-30.wav,9,street_music,street_music,0.976,True,0.00401,0.001227,0.00139,0.002708,0.003565,0.002987,0.003218,0.003,0.001848,0.976
117889-9-0-36.wav,117889,19.96625,23.96625,2,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\117889-9-0-36.wav,9,street_music,street_music,0.9575,True,0.01117,0.002035,0.002174,0.00342,0.008095,0.003044,0.00425,0.004524,0.003914,0.9575
117889-9-0-39.wav,117889,21.46625,25.46625,2,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\117889-9-0-39.wav,9,street_music,street_music,0.968,True,0.003496,0.002026,0.006832,0.001999,0.005585,0.002026,0.002735,0.00467,0.002687,0.968
117889-9-0-40.wav,117889,21.96625,25.96625,2,10,9,street_music,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\117889-9-0-40.wav,9,street_music,street_music,0.976,True,0.002295,0.001567,0.00419,0.002623,0.004677,0.001365,0.0022,0.002523,0.002647,0.976
118278-4-0-0.wav,118278,0.0,4.0,2,10,4,drilling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\118278-4-0-0.wav,4,drilling,street_music,0.841,False,0.0015955,0.00204,0.04013,0.0042,0.0726,0.00776,0.005093,0.01404,0.011604,0.841
118278-4-0-1.wav,118278,0.5,4.5,2,10,4,drilling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\118278-4-0-1.wav,4,drilling,street_music,0.766,False,0.001147,0.003904,0.01753,0.00382,0.1713,0.002434,0.00737,0.01752,0.00899,0.766
118278-4-0-10.wav,118278,5.0,9.0,2,10,4,drilling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\118278-4-0-10.wav,4,drilling,street_music,0.8936,False,0.006783,0.0041,0.006477,0.005,0.02768,0.00871,0.005962,0.02864,0.01327,0.8936
118278-4-0-11.wav,118278,5.5,9.5,2,10,4,drilling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\118278-4-0-11.wav,4,drilling,street_music,0.663,False,0.01247,0.00827,0.00819,0.00736,0.1964,0.00964,0.00942,0.04956,0.03577,0.663
118278-4-0-12.wav,118278,6.0,10.0,2,10,4,drilling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\118278-4-0-12.wav,4,drilling,street_music,0.502,False,0.01968,0.02086,0.01022,0.00992,0.1283,0.03482,0.03076,0.1709,0.07263,0.502
118278-4-0-13.wav,118278,6.5,10.5,2,10,4,drilling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\118278-4-0-13.wav,4,drilling,street_music,0.9053,False,0.003168,0.005306,0.005398,0.004417,0.02827,0.010704,0.00831,0.0165,0.01266,0.9053
118278-4-0-2.wav,118278,1.0,5.0,2,10,4,drilling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\118278-4-0-2.wav,4,drilling,drilling,0.3518,True,0.002718,0.01174,0.08276,0.01432,0.3518,0.0147,0.01868,0.2461,0.008194,0.249
118278-4-0-3.wav,118278,1.5,5.5,2,10,4,drilling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\118278-4-0-3.wav,4,drilling,jackhammer,0.708,False,0.002176,0.015175,0.015434,0.00973,0.09564,0.01528,0.013725,0.708,0.003193,0.1217
118278-4-0-4.wav,118278,2.0,6.0,2,10,4,drilling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\118278-4-0-4.wav,4,drilling,jackhammer,0.441,False,0.002493,0.007305,0.1407,0.01501,0.0328,0.01196,0.0138,0.441,0.00529,0.3296
118278-4-0-5.wav,118278,2.5,6.5,2,10,4,drilling,C:\Users\USER\Desktop\한이음\학습파일\UrbanSound8K\audio\fold10\118278-4-0-5.wav,4,drilling,jackhammer,0.731,False,0.002424,0.0065,0.0727,0.012856,0.02493,0.00815,0.008896,0.731,0.005184,0.1273
